id	commune_name_ascii	commune_name	daira_code	daira_name_ascii	daira_name	wilaya_code	wilaya_name_ascii	wilaya_name
667	Ouled Yahia Khadrouch	أولاد يحيى خدروش	1809	El Milia	الميلية	18	Jijel	جيجل
666	Ouled Rabah	أولاد رابح	1810	Sidi Marouf	سيدي معروف	18	Jijel	جيجل
671	Sidi Marouf	سيدي معروف	1810	Sidi Marouf	سيدي معروف	18	Jijel	جيجل
661	Ghebala	غبالة	1811	Settara	السطارة	18	Jijel	جيجل
669	Settara	السطارة	1811	Settara	السطارة	18	Jijel	جيجل
649	Bouraoui Belhadef	بوراوي بلهادف	1812	El Ancer	العنصر	18	Jijel	جيجل
653	Djemaa Beni Habibi	الجمعة بني حبيبي	1812	El Ancer	العنصر	18	Jijel	جيجل
655	El Ancer	العنصر	1812	El Ancer	العنصر	18	Jijel	جيجل
664	Khiri Oued Adjoul	خيري واد عجول	1812	El Ancer	العنصر	18	Jijel	جيجل
648	Boudria Beniyadjis	بودريعة بني  ياجيس	1817	Djimla	جيملة	18	Jijel	جيجل
654	Djimla	جيملة	1817	Djimla	جيملة	18	Jijel	جيجل
663	Kaous	قاوس	1824	Texenna	تاكسنة	18	Jijel	جيجل
673	Texenna	تاكسنة	1824	Texenna	تاكسنة	18	Jijel	جيجل
729	Setif	سطيف	1901	Setif	سطيف	19	Sétif	سطيف
678	Ain El Kebira	عين الكبيرة	1902	Ain El Kebira	عين الكبيرة	19	Sétif	سطيف
703	Dehamcha	الدهامشة	1902	Ain El Kebira	عين الكبيرة	19	Sétif	سطيف
722	Ouled Addouane	أولاد عدوان	1902	Ain El Kebira	عين الكبيرة	19	Sétif	سطيف
683	Ain-Sebt	عين السبت	1903	Beni Aziz	بني عزيز	19	Sétif	سطيف
695	Beni-Aziz	بني عزيز	1903	Beni Aziz	بني عزيز	19	Sétif	سطيف
718	Maaouia	معاوية	1903	Beni Aziz	بني عزيز	19	Sétif	سطيف
690	Bellaa	بلاعة	1908	Bir El Arch	بئر العرش	19	Sétif	سطيف
698	Bir-El-Arch	بئر العرش	1908	Bir El Arch	بئر العرش	19	Sétif	سطيف
708	El-Ouldja	الولجة	1908	Bir El Arch	بئر العرش	19	Sétif	سطيف
730	Tachouda	تاشودة	1908	Bir El Arch	بئر العرش	19	Sétif	سطيف
687	Babor	بابور	1916	Babor	بابور	19	Sétif	سطيف
728	Serdj-El-Ghoul	سرج الغول	1916	Babor	بابور	19	Sétif	سطيف
712	Guidjel	قجال	1917	Guidjel	قجال	19	Sétif	سطيف
723	Ouled Sabor	أولاد صابر	1917	Guidjel	قجال	19	Sétif	سطيف
688	Bazer-Sakra	بازر سكرة	1920	El Eulma	العلمة	19	Sétif	سطيف
706	El Eulma	العلمة	1920	El Eulma	العلمة	19	Sétif	سطيف
710	Guelta Zerka	قلتة زرقاء	1920	El Eulma	العلمة	19	Sétif	سطيف
692	Beni Fouda	بني فودة	1921	Djemila	جميلة	19	Sétif	سطيف
704	Djemila	جميلة	1921	Djemila	جميلة	19	Sétif	سطيف
681	Ain-Legradj	عين لقراج	1922	Beni Ourtilane	بني ورتيلان	19	Sétif	سطيف
691	Beni Chebana	بني شبانة	1922	Beni Ourtilane	بني ورتيلان	19	Sétif	سطيف
693	Beni Ourtilane	بني ورتيلان	1922	Beni Ourtilane	بني ورتيلان	19	Sétif	سطيف
696	Beni-Mouhli	بني موحلي	1922	Beni Ourtilane	بني ورتيلان	19	Sétif	سطيف
675	Ain Abessa	عين عباسة	1926	Ain Arnat	عين أرنات	19	Sétif	سطيف
676	Ain Arnat	عين أرنات	1926	Ain Arnat	عين أرنات	19	Sétif	سطيف
707	El Ouricia	أوريسيا	1926	Ain Arnat	عين أرنات	19	Sétif	سطيف
720	Mezloug	مزلوق	1926	Ain Arnat	عين أرنات	19	Sétif	سطيف
686	Amoucha	عموشة	1927	Amoucha	عموشة	19	Sétif	سطيف
721	Oued El Bared	وادي البارد	1927	Amoucha	عموشة	19	Sétif	سطيف
734	Tizi N'bechar	تيزي نبشار	1927	Amoucha	عموشة	19	Sétif	سطيف
680	Ain Oulmene	عين ولمان	1928	Ain Oulmene	عين ولمان	19	Sétif	سطيف
709	Guellal	قلال	1928	Ain Oulmene	عين ولمان	19	Sétif	سطيف
717	Kasr El Abtal	قصر الابطال	1928	Ain Oulmene	عين ولمان	19	Sétif	سطيف
724	Ouled Tebben	أولاد تبان	1928	Ain Oulmene	عين ولمان	19	Sétif	سطيف
684	Ait Naoual Mezada	أيت نوال مزادة	1930	Bouandas	بوعنداس	19	Sétif	سطيف
685	Ait-Tizi	ايت تيزي	1930	Bouandas	بوعنداس	19	Sétif	سطيف
699	Bouandas	بوعنداس	1930	Bouandas	بوعنداس	19	Sétif	سطيف
701	Bousselam	بوسلام	1930	Bouandas	بوعنداس	19	Sétif	سطيف
713	Hamam Soukhna	حمام السخنة	1932	Hammam Sokhna	حمام السخنة	19	Sétif	سطيف
732	Taya	الطاية	1932	Hammam Sokhna	حمام السخنة	19	Sétif	سطيف
733	Tella	التلة	1932	Hammam Sokhna	حمام السخنة	19	Sétif	سطيف
702	Boutaleb	بوطالب	1939	Salah Bey	صالح باي	19	Sétif	سطيف
714	Hamma	الحامة	1939	Salah Bey	صالح باي	19	Sétif	سطيف
725	Ouled Tebben	أولاد تبان	1939	Salah Bey	صالح باي	19	Sétif	سطيف
726	Rosfa	الرصفة	1939	Salah Bey	صالح باي	19	Sétif	سطيف
727	Salah Bey	صالح باي	1939	Salah Bey	صالح باي	19	Sétif	سطيف
677	Ain Azel	عين أزال	1940	Ain Azel	عين أزال	19	Sétif	سطيف
679	Ain Lahdjar	عين الحجر	1940	Ain Azel	عين أزال	19	Sétif	سطيف
689	Beidha Bordj	بيضاء برج	1940	Ain Azel	عين أزال	19	Sétif	سطيف
697	Bir Haddada	بئر حدادة	1940	Ain Azel	عين أزال	19	Sétif	سطيف
711	Guenzet	قنزات	1941	Guenzet	قنزات	19	Sétif	سطيف
716	Harbil	حربيل	1941	Guenzet	قنزات	19	Sétif	سطيف
682	Ain-Roua	عين الروى	1943	Bougaa	بوقاعة	19	Sétif	سطيف
694	Beni Oussine	بني وسين	1943	Bougaa	بوقاعة	19	Sétif	سطيف
700	Bougaa	بوقاعة	1943	Bougaa	بوقاعة	19	Sétif	سطيف
705	Draa-Kebila	ذراع قبيلة	1950	Hammam Guergour	حمام قرقور	19	Sétif	سطيف
715	Hammam Guergour	حمام قرقور	1950	Hammam Guergour	حمام قرقور	19	Sétif	سطيف
719	Maouaklane	ماوكلان	1955	Maoklane	ماوكلان	19	Sétif	سطيف
731	Tala-Ifacene	تالة إيفاسن	1955	Maoklane	ماوكلان	19	Sétif	سطيف
745	Saida	سعيدة	2001	Saida	سعيدة	20	Saïda	سعيدة
735	Ain El Hadjar	عين الحجر	2003	Ain El Hadjar	عين الحجر	20	Saïda	سعيدة
742	Moulay Larbi	مولاي العربي	2003	Ain El Hadjar	عين الحجر	20	Saïda	سعيدة
746	Sidi Ahmed	سيدي احمد	2003	Ain El Hadjar	عين الحجر	20	Saïda	سعيدة
738	Doui Thabet	دوي ثابت	2006	Youb	يوب	20	Saïda	سعيدة
750	Youb	يوب	2006	Youb	يوب	20	Saïda	سعيدة
740	Hounet	هونت	2009	Sidi Boubekeur	سيدي بوبكر	20	Saïda	سعيدة
744	Ouled Khaled	أولاد خالد	2009	Sidi Boubekeur	سيدي بوبكر	20	Saïda	سعيدة
747	Sidi Amar	سيدي عمر	2009	Sidi Boubekeur	سيدي بوبكر	20	Saïda	سعيدة
748	Sidi Boubekeur	سيدي بوبكر	2009	Sidi Boubekeur	سيدي بوبكر	20	Saïda	سعيدة
736	Ain Sekhouna	عين السخونة	2010	El Hassasna	الحساسنة	20	Saïda	سعيدة
739	El Hassasna	الحساسنة	2010	El Hassasna	الحساسنة	20	Saïda	سعيدة
741	Maamora	المعمورة	2010	El Hassasna	الحساسنة	20	Saïda	سعيدة
737	Ain Soltane	عين السلطان	2014	Ouled Brahim	أولاد ابراهيم	20	Saïda	سعيدة
743	Ouled Brahim	أولاد إبراهيم	2014	Ouled Brahim	أولاد ابراهيم	20	Saïda	سعيدة
749	Tircine	تيرسين	2014	Ouled Brahim	أولاد ابراهيم	20	Saïda	سعيدة
772	Filfla	فلفلة	2101	Skikda	سكيكدة	21	Skikda	سكيكدة
773	Hammadi Krouma	حمادي كرومة	2101	Skikda	سكيكدة	21	Skikda	سكيكدة
785	Skikda	سكيكدة	2101	Skikda	سكيكدة	21	Skikda	سكيكدة
754	Ain Zouit	عين زويت	2103	El Hadaiek	الحدائق	21	Skikda	سكيكدة
762	Bouchetata	بوشطاطة	2103	El Hadaiek	الحدائق	21	Skikda	سكيكدة
768	El Hadaiek	الحدائق	2103	El Hadaiek	الحدائق	21	Skikda	سكيكدة
752	Ain Charchar	عين شرشار	2104	Azzaba	عزابة	21	Skikda	سكيكدة
755	Azzaba	عزابة	2104	Azzaba	عزابة	21	Skikda	سكيكدة
765	Djendel Saadi Mohamed	جندل سعدي محمد	2104	Azzaba	عزابة	21	Skikda	سكيكدة
767	El Ghedir	الغدير	2104	Azzaba	عزابة	21	Skikda	سكيكدة
771	Es Sebt	السبت	2104	Azzaba	عزابة	21	Skikda	سكيكدة
756	Bekkouche Lakhdar	بكوش لخضر	2108	Ben Azzouz	بن عزوز	21	Skikda	سكيكدة
757	Ben Azzouz	بن عزوز	2108	Ben Azzouz	بن عزوز	21	Skikda	سكيكدة
769	El Marsa	المرسى	2108	Ben Azzouz	بن عزوز	21	Skikda	سكيكدة
760	Beni Zid	بني زيد	2110	Collo	القل	21	Skikda	سكيكدة
763	Cheraia	الشرايع	2110	Collo	القل	21	Skikda	سكيكدة
764	Collo	القل	2110	Collo	القل	21	Skikda	سكيكدة
776	Khenag Maoune	خناق مايو	2113	Ouled Attia	أولاد عطية	21	Skikda	سكيكدة
777	Oued Zhour	وادي الزهور	2113	Ouled Attia	أولاد عطية	21	Skikda	سكيكدة
779	Ouled Attia	أولاد عطية	2113	Ouled Attia	أولاد عطية	21	Skikda	سكيكدة
774	Kanoua	قنواع	2115	Zitouna	الزيتونة	21	Skikda	سكيكدة
788	Zitouna	الزيتونة	2115	Zitouna	الزيتونة	21	Skikda	سكيكدة
766	El Arrouch	الحروش	2116	El Harrouch	الحروش	21	Skikda	سكيكدة
770	Emjez Edchich	مجاز الدشيش	2116	El Harrouch	الحروش	21	Skikda	سكيكدة
780	Ouled Habbaba	أولاد حبابة	2116	El Harrouch	الحروش	21	Skikda	سكيكدة
783	Salah Bouchaour	صالح بو الشعور	2116	El Harrouch	الحروش	21	Skikda	سكيكدة
787	Zerdezas	زردازة	2116	El Harrouch	الحروش	21	Skikda	سكيكدة
751	Ain Bouziane	عين بوزيان	2119	Sidi Mezghiche	سيدي مزغيش	21	Skikda	سكيكدة
759	Beni Oulbane	بني ولبان	2119	Sidi Mezghiche	سيدي مزغيش	21	Skikda	سكيكدة
784	Sidi Mezghiche	سيدي مزغيش	2119	Sidi Mezghiche	سيدي مزغيش	21	Skikda	سكيكدة
758	Beni Bechir	بني بشير	2123	Ramdane Djamel	رمضان جمال	21	Skikda	سكيكدة
782	Ramdane Djamel	رمضان جمال	2123	Ramdane Djamel	رمضان جمال	21	Skikda	سكيكدة
761	Bin El Ouiden	بين الويدان	2126	Tamalous	تمالوس	21	Skikda	سكيكدة
775	Kerkara	الكركرة	2126	Tamalous	تمالوس	21	Skikda	سكيكدة
786	Tamalous	تمالوس	2126	Tamalous	تمالوس	21	Skikda	سكيكدة
753	Ain Kechra	عين قشرة	2127	Ain Kechra	عين قشرة	21	Skikda	سكيكدة
778	Ouldja Boulbalout	الولجة بولبلوط	2127	Ain Kechra	عين قشرة	21	Skikda	سكيكدة
781	Oum Toub	أم الطوب	2128	Oum Toub	أم الطوب	21	Skikda	سكيكدة
824	Sidi Bel-Abbes	سيدي بلعباس	2201	Sidi Bel Abbes	سيدي بلعباس	22	Sidi Bel Abbès	سيدي بلعباس
791	Ain Thrid	عين الثريد	2202	Tessala	تسالة	22	Sidi Bel Abbès	سيدي بلعباس
820	Sehala Thaoura	السهالة الثورة	2202	Tessala	تسالة	22	Sidi Bel Abbès	سيدي بلعباس
838	Tessala	تسالة	2202	Tessala	تسالة	22	Sidi Bel Abbès	سيدي بلعباس
796	Belarbi	بلعربي	2204	Mostefa  Ben Brahim	مصطفى بن ابراهيم	22	Sidi Bel Abbès	سيدي بلعباس
813	Mostefa  Ben Brahim	مصطفى بن ابراهيم	2204	Mostefa  Ben Brahim	مصطفى بن ابراهيم	22	Sidi Bel Abbès	سيدي بلعباس
839	Tilmouni	تلموني	2204	Mostefa  Ben Brahim	مصطفى بن ابراهيم	22	Sidi Bel Abbès	سيدي بلعباس
840	Zerouala	زروالة	2204	Mostefa  Ben Brahim	مصطفى بن ابراهيم	22	Sidi Bel Abbès	سيدي بلعباس
803	Dhaya	الضاية	2205	Telagh	تلاغ	22	Sidi Bel Abbès	سيدي بلعباس
812	Mezaourou	مزاورو	2205	Telagh	تلاغ	22	Sidi Bel Abbès	سيدي بلعباس
835	Teghalimet	تغاليمت	2205	Telagh	تلاغ	22	Sidi Bel Abbès	سيدي بلعباس
836	Telagh	تلاغ	2205	Telagh	تلاغ	22	Sidi Bel Abbès	سيدي بلعباس
790	Ain Kada	عين قادة	2208	Sidi Ali Boussidi	سيدي علي بوسيدي	22	Sidi Bel Abbès	سيدي بلعباس
807	Lamtar	لمطار	2208	Sidi Ali Boussidi	سيدي علي بوسيدي	22	Sidi Bel Abbès	سيدي بلعباس
823	Sidi Ali Boussidi	سيدي علي بوسيدي	2208	Sidi Ali Boussidi	سيدي علي بوسيدي	22	Sidi Bel Abbès	سيدي بلعباس
827	Sidi Dahou Zairs	سيدي دحو الزاير	2208	Sidi Ali Boussidi	سيدي علي بوسيدي	22	Sidi Bel Abbès	سيدي بلعباس
799	Bir El Hammam	بئر الحمام	2210	Marhoum	مرحوم	22	Sidi Bel Abbès	سيدي بلعباس
809	Marhoum	مرحوم	2210	Marhoum	مرحوم	22	Sidi Bel Abbès	سيدي بلعباس
826	Sidi Chaib	سيدي شعيب	2210	Marhoum	مرحوم	22	Sidi Bel Abbès	سيدي بلعباس
794	Amarnas	العمارنة	2214	Sidi Lahcene	سيدي لحسن	22	Sidi Bel Abbès	سيدي بلعباس
829	Sidi Khaled	سيدي خالد	2214	Sidi Lahcene	سيدي لحسن	22	Sidi Bel Abbès	سيدي بلعباس
830	Sidi Lahcene	سيدي لحسن	2214	Sidi Lahcene	سيدي لحسن	22	Sidi Bel Abbès	سيدي بلعباس
831	Sidi Yacoub	سيدي يعقوب	2214	Sidi Lahcene	سيدي لحسن	22	Sidi Bel Abbès	سيدي بلعباس
798	Benachiba Chelia	بن عشيبة شلية	2217	Tenira	تنيرة	22	Sidi Bel Abbès	سيدي بلعباس
805	Hassi Dahou	حاسي دحو	2217	Tenira	تنيرة	22	Sidi Bel Abbès	سيدي بلعباس
816	Oued Sefioun	وادي سفيون	2217	Tenira	تنيرة	22	Sidi Bel Abbès	سيدي بلعباس
837	Tenira	تنيرة	2217	Tenira	تنيرة	22	Sidi Bel Abbès	سيدي بلعباس
792	Ain Tindamine	عين تندمين	2218	Moulay Slissen	مولاي سليسن	22	Sidi Bel Abbès	سيدي بلعباس
804	El Hacaiba	الحصيبة	2218	Moulay Slissen	مولاي سليسن	22	Sidi Bel Abbès	سيدي بلعباس
814	Moulay Slissen	مولاي سليسن	2218	Moulay Slissen	مولاي سليسن	22	Sidi Bel Abbès	سيدي بلعباس
811	Merine	مرين	2222	Merine	مرين	22	Sidi Bel Abbès	سيدي بلعباس
817	Oued Taourira	وادي تاوريرة	2222	Merine	مرين	22	Sidi Bel Abbès	سيدي بلعباس
833	Taoudmout	تاودموت	2222	Merine	مرين	22	Sidi Bel Abbès	سيدي بلعباس
834	Tefessour	تفسور	2222	Merine	مرين	22	Sidi Bel Abbès	سيدي بلعباس
815	Oued Sebaa	وادي السبع	2223	Ras El Ma	راس الماء	22	Sidi Bel Abbès	سيدي بلعباس
818	Ras El Ma	راس الماء	2223	Ras El Ma	راس الماء	22	Sidi Bel Abbès	سيدي بلعباس
819	Redjem Demouche	رجم دموش	2223	Ras El Ma	راس الماء	22	Sidi Bel Abbès	سيدي بلعباس
789	Ain El Berd	عين البرد	2228	Ain El Berd	عين البرد	22	Sidi Bel Abbès	سيدي بلعباس
808	Makedra	مكدرة	2228	Ain El Berd	عين البرد	22	Sidi Bel Abbès	سيدي بلعباس
825	Sidi Brahim	سيدي ابراهيم	2228	Ain El Berd	عين البرد	22	Sidi Bel Abbès	سيدي بلعباس
828	Sidi Hamadouche	سيدي حمادوش	2228	Ain El Berd	عين البرد	22	Sidi Bel Abbès	سيدي بلعباس
793	Ain- Adden	عين أدن	2229	Sfisef	سفيزف	22	Sidi Bel Abbès	سيدي بلعباس
800	Boudjebaa El Bordj	بوجبهة البرج	2229	Sfisef	سفيزف	22	Sidi Bel Abbès	سيدي بلعباس
810	M'cid	مسيد	2229	Sfisef	سفيزف	22	Sidi Bel Abbès	سيدي بلعباس
821	Sfisef	سفيزف	2229	Sfisef	سفيزف	22	Sidi Bel Abbès	سيدي بلعباس
795	Bedrabine El Mokrani	بضرابين المقراني	2245	Ben Badis	بن باديس	22	Sidi Bel Abbès	سيدي بلعباس
797	Ben Badis	بن باديس	2245	Ben Badis	بن باديس	22	Sidi Bel Abbès	سيدي بلعباس
802	Chetouane Belaila	شيطوان البلايلة	2245	Ben Badis	بن باديس	22	Sidi Bel Abbès	سيدي بلعباس
806	Hassi Zahana	حاسي زهانة	2245	Ben Badis	بن باديس	22	Sidi Bel Abbès	سيدي بلعباس
801	Boukhanefis	بوخنفيس	2246	Sidi Ali Ben Youb	سيدي علي بن يوب	22	Sidi Bel Abbès	سيدي بلعباس
822	Sidi Ali Benyoub	سيدي علي بن يوب	2246	Sidi Ali Ben Youb	سيدي علي بن يوب	22	Sidi Bel Abbès	سيدي بلعباس
832	Tabia	طابية	2246	Sidi Ali Ben Youb	سيدي علي بن يوب	22	Sidi Bel Abbès	سيدي بلعباس
842	Annaba	عنابة	2301	Annaba	عنابة	23	Annaba	عنابة
850	Seraidi	سرايدي	2301	Annaba	عنابة	23	Annaba	عنابة
843	Berrahal	برحال	2302	Berrahal	برحال	23	Annaba	عنابة
849	Oued El Aneb	واد العنب	2302	Berrahal	برحال	23	Annaba	عنابة
852	Treat	التريعات	2302	Berrahal	برحال	23	Annaba	عنابة
848	El Hadjar	الحجار	2303	El Hadjar	الحجار	23	Annaba	عنابة
851	Sidi Amar	سيدي عمار	2303	El Hadjar	الحجار	23	Annaba	عنابة
846	El Bouni	البوني	2305	El Bouni	البوني	23	Annaba	عنابة
841	Ain El Berda	عين الباردة	2309	Ain El Berda	عين الباردة	23	Annaba	عنابة
845	Cheurfa	الشرفة	2309	Ain El Berda	عين الباردة	23	Annaba	عنابة
847	El Eulma	العلمة	2309	Ain El Berda	عين الباردة	23	Annaba	عنابة
844	Chetaibi	شطايبي	2310	Chetaibi	شطايبي	23	Annaba	عنابة
859	Bendjarah	بن جراح	2401	Guelma	قالمة	24	Guelma	قالمة
871	Guelma	قالمة	2401	Guelma	قالمة	24	Guelma	قالمة
856	Ain Regada	عين رقادة	2404	Oued Zenati	وادي الزناتي	24	Guelma	قالمة
861	Bordj Sabath	برج صباط	2404	Oued Zenati	وادي الزناتي	24	Guelma	قالمة
882	Oued Zenati	وادي الزناتي	2404	Oued Zenati	وادي الزناتي	24	Guelma	قالمة
854	Ain Larbi	عين العربي	2413	Ain Makhlouf	عين مخلوف	24	Guelma	قالمة
855	Ain Makhlouf	عين مخلوف	2413	Ain Makhlouf	عين مخلوف	24	Guelma	قالمة
886	Tamlouka	تاملوكة	2413	Ain Makhlouf	عين مخلوف	24	Guelma	قالمة
857	Ain Sandel	عين صندل	2415	Khezaras	خزارة	24	Guelma	قالمة
862	Bou Hachana	بوحشانة	2415	Khezaras	خزارة	24	Guelma	قالمة
876	Khezaras	لخزارة	2415	Khezaras	خزارة	24	Guelma	قالمة
858	Belkheir	بلخير	2418	Guelaat Bousbaa	قلعة بوصبع	24	Guelma	قالمة
860	Beni Mezline	بني مزلين	2418	Guelaat Bousbaa	قلعة بوصبع	24	Guelma	قالمة
866	Boumahra Ahmed	بومهرة أحمد	2418	Guelaat Bousbaa	قلعة بوصبع	24	Guelma	قالمة
868	Djeballah Khemissi	جبالة الخميسي	2418	Guelaat Bousbaa	قلعة بوصبع	24	Guelma	قالمة
870	Guelaat Bou Sbaa	قلعة بوصبع	2418	Guelaat Bousbaa	قلعة بوصبع	24	Guelma	قالمة
875	Nechmaya	نشماية	2418	Guelaat Bousbaa	قلعة بوصبع	24	Guelma	قالمة
863	Bou Hamdane	بوحمدان	2419	Hammam Debagh	حمام دباغ	24	Guelma	قالمة
872	Hammam Debagh	حمام دباغ	2419	Hammam Debagh	حمام دباغ	24	Guelma	قالمة
884	Roknia	الركنية	2419	Hammam Debagh	حمام دباغ	24	Guelma	قالمة
867	Dahouara	الدهوارة	2422	Hammam N'bails	حمام النبايل	24	Guelma	قالمة
873	Hammam N'bail	حمام النبايل	2422	Hammam N'bails	حمام النبايل	24	Guelma	قالمة
880	Oued Cheham	وادي الشحم	2422	Hammam N'bails	حمام النبايل	24	Guelma	قالمة
853	Ain Ben Beida	عين بن بيضاء	2425	Bouchegouf	بوشقوف	24	Guelma	قالمة
865	Bouchegouf	بوشقوف	2425	Bouchegouf	بوشقوف	24	Guelma	قالمة
878	Medjez Sfa	مجاز الصفاء	2425	Bouchegouf	بوشقوف	24	Guelma	قالمة
881	Oued Ferragha	وادي فراغة	2425	Bouchegouf	بوشقوف	24	Guelma	قالمة
864	Bouati Mahmoud	بوعاتي محمود	2426	Heliopolis	هيليوبوليس	24	Guelma	قالمة
869	El Fedjoudj	الفجوج	2426	Heliopolis	هيليوبوليس	24	Guelma	قالمة
874	Heliopolis	هيليوبوليس	2426	Heliopolis	هيليوبوليس	24	Guelma	قالمة
877	Medjez Amar	مجاز عمار	2427	Ain Hessainia	عين حساينية	24	Guelma	قالمة
879	Houari Boumedienne	هواري بومدين	2427	Ain Hessainia	عين حساينية	24	Guelma	قالمة
883	Ras El Agba	رأس العقبة	2427	Ain Hessainia	عين حساينية	24	Guelma	قالمة
885	Sellaoua Announa	سلاوة عنونة	2427	Ain Hessainia	عين حساينية	24	Guelma	قالمة
891	Constantine	قسنطينة	2501	Constantine	قسنطينة	25	Constantine	قسنطينة
892	Didouche Mourad	ديدوش مراد	2502	Hamma Bouziane	حامة بوزيان	25	Constantine	قسنطينة
894	Hamma Bouziane	حامة بوزيان	2502	Hamma Bouziane	حامة بوزيان	25	Constantine	قسنطينة
890	Beni Hamidane	بني حميدان	2504	Zighoud Youcef	زيغود يوسف	25	Constantine	قسنطينة
898	Zighoud Youcef	زيغود يوسف	2504	Zighoud Youcef	زيغود يوسف	25	Constantine	قسنطينة
888	Ain Smara	عين السمارة	2506	El Khroub	الخروب	25	Constantine	قسنطينة
893	El Khroub	الخروب	2506	El Khroub	الخروب	25	Constantine	قسنطينة
897	Ouled Rahmoun	أولاد رحمون	2506	El Khroub	الخروب	25	Constantine	قسنطينة
887	Ain Abid	عين عبيد	2507	Ain Abid	عين عبيد	25	Constantine	قسنطينة
889	Ben Badis	أبن باديس الهرية	2507	Ain Abid	عين عبيد	25	Constantine	قسنطينة
895	Ibn Ziad	ابن زياد	2512	Ibn Ziad	ابن زياد	25	Constantine	قسنطينة
896	Messaoud Boudjeriou	بوجريو مسعود	2512	Ibn Ziad	ابن زياد	25	Constantine	قسنطينة
919	Draa Esmar	ذراع السمار	2601	Medea	المدية	26	Médéa	المدية
931	Medea	المدية	2601	Medea	المدية	26	Médéa	المدية
959	Tamesguida	تمسقيدة	2601	Medea	المدية	26	Médéa	المدية
904	Ben Chicao	بن شكاو	2602	Ouzera	وزرة	26	Médéa	المدية
922	El Hamdania	الحمدانية	2602	Ouzera	وزرة	26	Médéa	المدية
945	Ouzera	وزرة	2602	Ouzera	وزرة	26	Médéa	المدية
960	Tizi Mahdi	تيزي مهدي	2602	Ouzera	وزرة	26	Médéa	المدية
899	Ain Boucif	عين بوسيف	2604	Ain Boucif	عين بوسيف	26	Médéa	المدية
925	El Ouinet	العوينات	2604	Ain Boucif	عين بوسيف	26	Médéa	المدية
927	Kef Lakhdar	الكاف الاخضر	2604	Ain Boucif	عين بوسيف	26	Médéa	المدية
942	Ouled Emaaraf	أولاد امعرف	2604	Ain Boucif	عين بوسيف	26	Médéa	المدية
951	Sidi Demed	سيدي دامد	2604	Ain Boucif	عين بوسيف	26	Médéa	المدية
903	Baata	بعطة	2607	El Omaria	العمارية	26	Médéa	المدية
924	El Omaria	العمارية	2607	El Omaria	العمارية	26	Médéa	المدية
940	Ouled Brahim	أولاد إبراهيم	2607	El Omaria	العمارية	26	Médéa	المدية
907	Bir Ben Laabed	بئر بن عابد	2609	Guelb El Kebir	القلب الكبير	26	Médéa	المدية
921	El Guelbelkebir	القلب الكبير	2609	Guelb El Kebir	القلب الكبير	26	Médéa	المدية
948	Sedraya	سدراية	2609	Guelb El Kebir	القلب الكبير	26	Médéa	المدية
900	Ain Ouksir	عين اقصير	2618	Chellalat El Adhaoura	شلالة العذاورة	26	Médéa	المدية
915	Chelalet El Adhaoura	شلالة العذاورة	2618	Chellalat El Adhaoura	شلالة العذاورة	26	Médéa	المدية
916	Cheniguel	شنيقل	2618	Chellalat El Adhaoura	شلالة العذاورة	26	Médéa	المدية
958	Tafraout	تفراوت	2618	Chellalat El Adhaoura	شلالة العذاورة	26	Médéa	المدية
911	Bouchrahil	بوشراحيل	2626	Sidi Naamane	سيدي نعمان	26	Médéa	المدية
928	Khams Djouamaa	خمس جوامع	2626	Sidi Naamane	سيدي نعمان	26	Médéa	المدية
952	Sidi Naamane	سيدي نعمان	2626	Sidi Naamane	سيدي نعمان	26	Médéa	المدية
902	Aziz	عزيز	2632	Aziz	عزيز	26	Médéa	المدية
917	Derrag	دراق	2632	Aziz	عزيز	26	Médéa	المدية
944	Oum El Djellil	أم الجليل	2632	Aziz	عزيز	26	Médéa	المدية
918	Djouab	جواب	2633	Souaghi	السواقي	26	Médéa	المدية
954	Sidi Zahar	سيدي زهار	2633	Souaghi	السواقي	26	Médéa	المدية
955	Sidi Ziane	سيدي زيان	2633	Souaghi	السواقي	26	Médéa	المدية
956	Souagui	السواقي	2633	Souaghi	السواقي	26	Médéa	المدية
929	Ksar El Boukhari	قصر البخاري	2635	Ksar El Boukhari	قصر البخاري	26	Médéa	المدية
934	M'fatha	مفاتحة	2635	Ksar El Boukhari	قصر البخاري	26	Médéa	المدية
947	Saneg	السانق	2635	Ksar El Boukhari	قصر البخاري	26	Médéa	المدية
920	El Azizia	العزيزية	2636	El Azizia	العزيزية	26	Médéa	المدية
930	Maghraoua	مغراوة	2636	El Azizia	العزيزية	26	Médéa	المدية
935	Mihoub	ميهوب	2636	El Azizia	العزيزية	26	Médéa	المدية
909	Bouaiche	بوعيش	2638	Chahbounia	الشهبونية	26	Médéa	المدية
912	Boughzoul	بوغزول	2638	Chahbounia	الشهبونية	26	Médéa	المدية
914	Chabounia	الشهبونية	2638	Chahbounia	الشهبونية	26	Médéa	المدية
926	Hannacha	حناشة	2643	Ouamri	عوامري	26	Médéa	المدية
936	Ouamri	عوامري	2643	Ouamri	عوامري	26	Médéa	المدية
937	Oued Harbil	وادي حربيل	2643	Ouamri	عوامري	26	Médéa	المدية
910	Bouaichoune	بوعيشون	2644	Si Mahdjoub	سي المحجوب	26	Médéa	المدية
938	Ouled Bouachra	أولاد بوعشرة	2644	Si Mahdjoub	سي المحجوب	26	Médéa	المدية
